Strain,Ev,Acc,Rep,Week,D1Pop,D2Pop,D3Pop,D4Pop,D1FSC,D2FSC,D3FSC,D4FSC,Growth.Rate,Mean.FSC,PE.Count,Chl.a.read,Chl.a.per.cell,FvFm.0,FvFm.PE,P,alpha,beta,E_k,P_I,O2.Count,O2.rate.light,O2.rate.dark,pgO2.cell.hr.light,pgO2.cell.hr.dark,g.sp.acc.bestfit,G_Old,G_O,pgC.cell,pgN.cell,Day1-redF,Day2-redF,Day3-redF,Day4-redF,Fm
1393,18,30,E,7,11368.9,16473.14,22557.13,30901.81,7063.263,7221.995,7277.627,7168.752,0.331411963,7182.90925,,,,0.482,0.481,83.6181691,0.80441393,NA,103.94918,37.3812967,,,,,,,,,,,7549.932951,7813.925128,7609.143163,6637.291441,6312
1393,18,30,F,7,10955.62,15192.06,22452.36,31669.65,6976.365,7170.213,7282.569,7025.296,0.357514154,7113.61075,,,,0.478,0.48,87.9750747,0.76325466,NA,115.263069,35.9364133,,,,,,,,,,,7622.97364,7765.534984,7545.825464,6473.22468,5961
2951,18,30,A,7,533.9815,1229.152,1576.995,717.2701,5900.956,6783.997,6482.576,5061.612,0.541457611,6057.28525,,,,0.364,0.581,145.95991,1.22947355,NA,118.717406,58.0795134,,,,,,,,,,,4609.025117,5681.537207,6649.56893,5154.219601,2238
2951,18,30,B,7,388.3792,859.4399,1057.776,1000.672,6458.615,6985.637,6574.751,5794.876,0.500970844,6453.46975,,,,0.37,0.614,137.66925,1.09642078,NA,125.562423,52.0960923,,,,,,,,,,,5745.290185,5858.667922,6878.47747,5140.596699,2069
2951,18,30,C,7,687.7656,1491.873,1671.658,1104.374,6460.799,6438.537,6628.496,4757.128,0.444061573,6071.24,,,,0.378,0.623,149.558322,1.03592798,NA,144.371351,49.8202686,,,,,,,,,,,5591.344563,6047.947081,7061.905249,5040.131831,2023
2951,18,30,D,7,4158.491,2653.638,3248.244,2340.991,7951.905,5803.248,6131.143,5398.766,0.202,6321.2655,,,,0.493,0.681,94.0959753,0.81129762,NA,115.982067,38.2256551,,,,,,,,,,,5546.778087,5815.380006,6975.029357,5141.587816,6811
2951,18,30,E,7,736.2296,1567.042,1538.934,802.3901,6219.273,6517.194,6278.661,5692.943,0.368651611,6177.01775,,,,0.414,0.649,134.829768,1.23691197,NA,109.005144,57.8445519,,,,,,,,,,,5721.828812,6132.013179,6413.949111,5294.687973,2105
2951,18,30,F,7,606.7285,1095.186,2793.717,2510.998,6470.214,6506.422,6569.69,4584.385,0.763523419,6032.67775,,,,0.395,0.62,119.696071,1.17608359,NA,101.775139,54.4893689,,,,,,,,,,,5493.91487,5905.106601,6588.494696,5249.852466,2658
1393,24,30,A,7,8510.126,8781.834,12434.5,17346.59,7075.177,7365.454,7309.238,7307.972,0.340355338,7264.46025,,,,0.328,0.618,60.4288896,2.43462687,NA,24.8205959,58.3159818,,,,,,,,,,,6468.908477,7312.176133,7183.042251,6090.417691,9351
1393,24,30,B,7,7913.36,9413.783,11215.68,15761.65,6976.586,7268.199,7422.247,7530.7,0.257702441,7299.433,,,,0.468,0.62,56.83477,2.07710717,NA,27.362464,53.9682119,,,,,,,,,,,6686.041095,7408.60084,7253.497825,6441.724311,10168
1393,24,30,C,7,7322.209,8932.047,11083.95,14862,7120.51,7301.489,7382.219,7224.906,0.254581012,7257.281,,,,0.46,0.628,55.0260584,0.38466294,NA,143.050064,18.4863822,,,,,,,,,,,6670.168691,7257.340728,7087.300532,5974.427709,7852
1393,24,30,D,7,8072.884,9629.964,11907.94,15631.15,7149.347,7376.253,7371.102,7255.999,0.242193115,7288.17525,,,,0.479,0.607,57.0447383,2.74430358,NA,20.7865991,56.1233901,,,,,,,,,,,6582.406248,7194.766234,6857.156727,5947.187439,8968
1393,24,30,E,7,6601.756,8214.808,10159.1,14637.66,7018.903,7405.046,7371.94,7234.592,0.28882964,7257.62025,,,,0.469,0.611,62.1015671,0.4395707,NA,141.277768,21.104657,,,,,,,,,,,6423.639995,7114.510826,6853.024408,6032.494194,8335
1393,24,30,F,7,9141.789,11260.01,14345.16,19779.8,6943.376,7281.282,7331.465,7140.816,0.281701852,7174.23475,,,,0.487,0.59,47.995795,2.62726277,NA,18.2683649,47.5948251,,,,,,,,,,,6624.998789,7279.785607,7195.155235,6033.491292,11457
2951,24,30,A,7,258.875,387.0105,585.608,471.9846,6360.785,6265.345,6912.41,5513.339,0.408152652,6262.96975,,,,0.353,0.635,118.955521,1.18993593,NA,99.968005,54.9863568,,,,,,,,,,,5190.176929,5774.074978,5882.250002,3914.309852,2189
2951,24,30,B,7,258.8913,613.8909,595.43,660.7997,6488.498,5784.8,5991.862,6481.737,0.416437776,6186.72425,,,,0.386,0.593,98.9543932,0.83029667,NA,119.179561,39.2392408,,,,,,,,,,,4693.302583,5304.486178,5961.200459,4530.779066,2627
2951,24,30,C,7,315.6,953.5419,2927.673,1387.465,7252.143,10552.92,7139.555,5340.336,0.556405391,7571.2385,,,,0.38,0.621,127.248403,1.01583209,NA,125.265193,48.2556683,,,,,,,,,,,6251.714926,3603.664341,5202.74711,4183.516743,3168
2951,24,30,D,7,444.9486,859.583,1888.895,1209.636,6759.366,6277.533,6349.413,5926.683,0.722894256,6328.24875,,,,0.399,0.588,138.210324,0.88886635,NA,155.490558,42.9722781,,,,,,,,,,,5338.365712,5562.864379,5816.093886,4735.345078,2703
2951,24,30,E,7,825.1263,991.6509,3238.209,1595.447,6635.032,6515.574,6291.588,5301.878,0.683619606,6186.018,,,,0.291,0.422,120.598621,0.89079859,NA,135.382591,42.6195554,,,,,,,,,,,6423.824276,5222.105479,5855.018569,5268.924991,16779
2951,24,30,F,7,307.4345,330.5597,1057.351,613.5871,5264.998,6316.521,6345.258,5642.748,0.617629973,5892.38125,,,,0.375,0.568,108.893997,0.87974329,NA,123.779286,41.7411622,,,,,,,,,,,4535.65535,5851.564304,5360.038885,4045.217283,2682
1393,30,30,A,7,2839.361,3465.985,4701.205,5474.545,7548.28,7375.645,7302.225,7160.288,0.252119916,7346.6095,,,0.148,0.273,0.601,58.1120151,2.30098463,NA,25.2552817,55.9369468,,,,,,,,,,,6480.296263,7060.824993,7048.686341,6505.886199,4342
1393,30,30,B,7,4296.692,5137.855,6005.248,7580.322,7462.632,7421.206,7244.142,7137.021,0.194460001,7316.25025,,,0.158,0.489,0.599,45.8074725,2.03051034,NA,22.5595859,44.7316594,,,,,,,,,,,7004.71221,7460.214118,7106.586914,6398.012171,6677
1393,30,30,C,7,9691.952,12059.85,18590.01,25596.05,7510.258,7450.339,7322.378,7143.419,0.376278145,7356.5985,,,0.12,0.503,0.571,35.9226059,0.57706704,NA,62.2503169,23.9182346,,,,,,,,,,,7463.865094,7916.265304,7263.835514,6659.845232,19865
1393,30,30,D,7,3778.632,4551.98,5740.772,8824.524,7128.579,7327.013,7345.108,7090.472,0.33098618,7222.793,,,0.141,0.488,0.608,39.6149902,2.46481312,NA,16.0722084,39.4579964,,,,,,,,,,,6712.924037,7765.066779,7250.593075,6041.19738,6496
1393,30,30,E,7,5736.069,7413.456,8829.972,10808.23,7540.55,7415.83,7310.503,7068.292,0.215688856,7333.79375,,,0.137,0.473,0.595,30.2509538,1.84331506,NA,16.4111684,30.1146667,,,,,,,,,,,7201.244783,7684.859058,7210.168529,6498.516212,9335
1393,30,30,F,7,5751.699,6617.168,10854.99,12280.4,7332.386,7357.233,7353.668,7145.723,0.317564796,7297.2525,,,0.121,0.498,0.628,26.6799332,1.41662548,NA,18.8334416,26.4174521,,,,,,,,,,,7382.217149,8101.755067,7365.109095,6760.468561,11624
2951,30,30,A,7,1496.362,1047.713,4205.378,3198.441,6695.061,6265.118,4557.992,4974.7,0.558026905,5623.21775,,,0.113,0.365,0.355,139.888627,0.74552753,NA,187.637104,36.4184389,,,,,,,,,,,5441.833432,5762.277401,5817.064678,5233.503912,19271
2951,30,30,B,7,291.1681,302.0646,519.1963,528.4625,5751.012,6360.114,6197.996,5057.478,0.289190638,5841.65,,,0.182,0.398,0.075,103.457493,0.34260055,NA,301.977018,16.9751841,,,,,,,,,,,4884.655042,5367.474132,5847.514603,5008.223483,7687
2951,30,30,C,7,299.3214,377.667,509.7674,509.7055,6229.917,6705.021,5966.606,4813.621,0.266218315,5928.79125,,,0.174,0.359,0.561,264.824183,1.18422947,NA,223.625732,58.2441219,,,,,,,,,,,5088.432774,5665.153205,5027.353268,4765.710385,701
2951,30,30,D,7,266.9677,604.2629,1048.077,1746.126,6497.649,6719.95,6374.52,5992.889,0.618478463,6396.252,,,0.26,0.385,0.621,95.6024525,1.05532373,NA,90.59064,47.9893578,,,,,,,,,,,4222.561777,5100.774032,5177.80103,3762.112704,1881
2951,30,30,E,7,339.7141,481.4866,1105.671,905.9287,5950.67,6324.564,6651.028,6349.449,0.590051644,6318.92775,,,0.289,0.378,0.639,142.821703,1.0820631,NA,131.99018,51.6555882,,,,,,,,,,,4761.58481,5422.9075,5439.755279,4072.099014,1328
2951,30,30,F,7,315.3902,802.3264,1302.65,679.3515,6676.592,6708.571,7233.803,6106.852,0.709172664,6681.4545,,,0.31,0.371,0.628,130.420278,1.09596389,NA,119.000524,51.7860386,,,,,,,,,,,4538.525036,5560.028793,4969.227295,4236.982286,1403
1391,18,18,A,24,28024,33880,52085,79337,5040,7313,8108,8402,0.425445718,7215.75,68358,,0.095,0.444,0.702,324.9602,2.15985218,NA,150.454833,104.18514,,,,,,,,,,,2592.965572,2957.372786,3134.427362,3372.780105,16132
1391,18,18,B,24,32365,36908,60393,98058,5070,7103,8027,8332,0.48855983,7133,60724,,0.073,0.509,0.698,324.616209,1.90870692,NA,170.07127,92.7776158,,,,,,,,,,,2566.766414,2888.523368,3077.956543,3291.290423,23091
1391,18,18,C,24,32740,39820,65582,108531,4886,7042,7993,8475,0.501331277,7099,50249,,0.069,0.512,0.701,338.190451,1.99005666,NA,169.940111,96.7276939,,,,,,,,,,,2582.176516,2848.753876,3026.524748,3283.742623,24019
1391,18,18,D,24,31513,38988,67102,111508,4937,7237,8177,8469,0.525417712,7205,45367,,0.074,0.503,0.711,296.879464,1.7197463,NA,172.629802,83.6608676,,,,,,,,,,,2642.146501,2967.94509,3124.141851,3341.214629,25080
1391,18,18,E,24,29833,36357,62460,106155,5031,7267,7954,8372,0.535755403,7156,57863,,0.077,0.503,0.718,301.281873,1.85442334,NA,162.46661,89.9006604,,,,,,,,,,,2638.090516,2975.972988,3056.077644,3431.740769,27452
1391,18,18,F,24,33550,37551,65714,123769,4439,7390,8674,8491,0.596356995,7248.5,62428,,0.078,0.523,0.716,288.182897,1.73002368,NA,166.577429,83.9936949,,,,,,,,,,,2467.699159,2967.471799,3140.624362,3431.710266,28685
1393,18,18,A,24,19730,20117,22884,27847,7811,7747,8018,8243,0.162584255,7954.75,1880,,0.202,0.464,0.617,234.19501,1.17973437,NA,198.515034,57.7702344,,,,,,,,,,,5182.476972,4862.488062,5317.03967,6000.782496,7228
1393,18,18,B,24,27330,25890,30597,39537,7976,7710,8126,8339,0.211693691,8037.75,2152,,0.191,0.442,0.622,240.72736,1.07128221,NA,224.709565,52.6972789,,,,,,,,,,,5028.729352,4782.002089,5268.4504,5950.8133,10571
1393,18,18,C,24,28053,23762,31049,35135,7846,7789,7958,8317,0.195552914,7977.5,2428,,0.181,0.456,0.61,254.456685,1.05360436,NA,241.510662,51.9402506,,,,,,,,,,,4688.749839,4322.210668,4664.84042,5354.108153,9894
1393,18,18,D,24,22608,21948,31908,36826,7939,7690,7899,8174,0.258751334,7925.5,2548,,0.212,0.457,0.605,224.128316,1.00298525,NA,223.461229,49.3287792,,,,,,,,,,,4753.97221,4442.253264,4740.05105,5479.904064,9682
1393,18,18,E,24,24979,22839,25620,33474,7893,7798,7966,8227,0.191140537,7971,2321,,0.194,0.454,0.614,214.804759,0.95742177,NA,224.357504,47.0940017,,,,,,,,,,,4794.572093,4433.822406,4783.122918,5604.67897,9106
1393,18,18,F,24,30482,29558,40837,47994,7784,7534,7895,8101,0.242362755,7828.5,2765,,0.159,0.461,0.636,211.920413,0.9891664,NA,214.241418,48.5795135,,,,,,,,,,,5006.505162,4742.035215,5147.062628,5997.574815,14570
2951,18,18,A,24,16036,16930,25970,51169,7275,7729,8065,7818,0.553016515,7721.75,1076,,0.102,0.53,0.757,193.564639,1.79757734,NA,107.68084,83.9317348,,,,,,,,,,,2751.905901,3343.001376,3918.159409,3907.083154,10521
2951,18,18,B,24,7844,8641,14662,36388,7472,8082,8279,7718,0.71886957,7887.75,981,,0.122,0.549,0.766,193.512143,1.61289256,NA,119.978322,76.2790339,,,,,,,,,,,2864.273375,3493.062794,3978.537345,3902.500261,9365
2951,18,18,C,24,26540,25954,36419,63582,7202,7548,7441,6840,0.447995329,7257.75,1916,,0.151,0.547,0.755,191.482132,1.55098808,NA,123.458158,73.5703423,,,,,,,,,,,2436.024748,3128.690766,3608.825174,3380.52306,12100
2951,18,18,D,24,26712,28017,35462,68810,7221,7451,7288,6867,0.449275403,7206.75,1586,,0.145,0.545,0.751,186.448907,1.57018614,NA,118.743187,74.1763075,,,,,,,,,,,2410.941884,3108.590836,3612.186281,3275.111312,10943
2951,18,18,E,24,38591,33185,45426,74936,7108,7345,7080,6549,0.407269232,7020.5,1831,,0.12,0.55,0.758,164.34775,1.60194591,NA,102.592572,74.3052899,,,,,,,,,,,2319.287086,3048.037728,3483.993705,3067.760761,11794
2951,18,18,F,24,44057,49948,74468,118419,7302,7526,7375,6820,0.431618038,7255.75,2699,,0.137,0.544,0.728,163.266147,1.37351213,NA,118.867641,64.8927469,,,,,,,,,,,2266.921141,3051.176028,3574.965091,3419.501875,20173
1391,24,18,A,24,29354,37652,52446,77988,5832,7090,7602,8502,0.364083798,7256.5,97117,,0.085,0.468,0.697,332.350738,1.89251001,NA,175.613728,92.1488961,,,,,,,,,,,3531.715327,3388.583071,3411.007257,3433.506477,11136
1391,24,18,B,24,31913,34667,53626,79123,4949,5884,7356,8108,0.412606799,6574.25,77447,,0.091,0.468,0.691,264.978293,1.47588937,NA,179.538046,71.944067,,,,,,,,,,,3075.949077,3064.842817,3374.295155,3564.404917,10288
1391,24,18,C,24,30467,39830,58319,101398,4989,6902,7464,7190,0.467212994,6636.25,82672,,0.085,0.481,0.706,272.867753,1.36284264,NA,200.21956,66.7600813,,,,,,,,,,,3131.357341,3226.532854,3348.962703,3434.38135,15689
1391,24,18,D,24,44978,59687,95958,166320,5201,6380,6444,6134,0.512399294,6039.75,103383,,0.083,0.474,0.698,249.588677,1.57661076,NA,158.3071,76.3097998,,,,,,,,,,,3339.247241,3363.039337,3390.887514,3489.673448,24845
1391,24,18,E,24,37750,49069,76598,142833,5110,6809,7063,6500,0.534228037,6370.5,83514,,0.083,0.477,0.716,236.95091,1.3177313,NA,179.81732,64.2394289,,,,,,,,,,,3231.228555,3429.835193,3457.460677,3478.779509,23670
1391,24,18,F,24,46931,57855,82875,147401,4906,5239,7034,7258,0.467604784,6109.25,95817,,0.084,0.458,0.7,223.591122,1.34463403,NA,166.283997,65.2761507,,,,,,,,,,,3318.552338,3148.779007,3399.134762,3637.019736,22016
1393,24,18,A,24,56451,52574,62756,92814,7529,7400,7409,7699,0.284194717,7509.25,9404,,0.169,0.409,0.583,258.063873,1.43496434,NA,179.839921,69.9549793,,,,,,,,,,,4744.023067,5022.502258,5369.545565,5473.474635,18641
1393,24,18,B,24,54062,57226,62402,102194,7602,7428,7397,7605,0.28993359,7508,11970,,0.151,0.432,0.607,270.327022,1.32325628,NA,204.289242,64.872602,,,,,,,,,,,4836.420134,5115.806332,5449.463135,5507.995115,19394
1393,24,18,C,24,64180,63479,75297,105059,7458,7415,7272,7519,0.251907313,7416,12165,,0.186,0.428,0.615,260.020286,1.21097197,NA,214.720317,59.4774248,,,,,,,,,,,4720.145704,5079.12177,5292.422499,5511.150993,19784
1393,24,18,D,24,82617,82958,114097,149928,7397,7278,7182,7458,0.295908295,7328.75,10489,,0.174,0.427,0.605,230.69929,1.12742225,NA,204.625454,55.2753693,,,,,,,,,,,4706.373576,5069.125624,5127.426837,5197.180597,27315
1393,24,18,E,24,67374,68419,78919,123310,7517,7379,7342,7528,0.294522135,7441.5,11980,,0.187,0.427,0.608,240.422743,1.09521271,NA,219.521506,53.8329188,,,,,,,,,,,4715.70275,5100.147083,5275.912166,5534.458121,22890
1393,24,18,F,24,76666,71655,79783,129530,7423,7285,7186,7493,0.296020723,7346.75,15424,,0.189,0.437,0.61,227.95181,1.08327146,NA,210.429074,53.1667491,,,,,,,,,,,4766.959109,5035.599777,5162.553486,5376.85451,21374
2951,24,18,A,24,60670,57733,79794,106942,7097,7286,6718,6648,0.308232047,6937.25,3604,,0.261,0.471,0.686,204.643789,2.02676986,NA,100.970413,93.7942967,,,,,,,,,,,2406.332233,3174.873444,3088.923514,2757.915405,10018
2951,24,18,B,24,59636,59636,77601,103467,7026,7253,6587,6591,0.275500502,6864.25,3227,,0.319,0.49,0.747,163.020482,1.87754308,NA,86.8264933,84.7137053,,,,,,,,,,,2521.233051,3294.523652,3014.76571,2614.622933,10048
2951,24,18,C,24,61840,53622,86527,93585,6931,6971,6637,6536,0.278459909,6768.75,3538,,0.314,0.477,0.744,160.741293,1.69808102,NA,94.6605558,77.7998052,,,,,,,,,,,2481.943469,3111.478975,2931.979162,2534.729154,7765
2951,24,18,D,24,64111,67477,73620,91460,6985,7136,6470,6341,0.152056616,6733,2265,,0.358,0.487,0.75,157.244326,1.63128489,NA,96.3929272,74.9589947,,,,,,,,,,,2431.809303,3240.336681,3005.12327,2598.90029,10460
2951,24,18,E,24,67818,72013,92907,111559,7034,6997,6275,6378,0.218853978,6671,3185,,0.342,,0.745,163.617033,1.57529686,NA,103.864254,73.196073,,,,,,,,,,,2570.265245,3298.716324,2932.751872,2508.692758,12837
2951,24,18,F,24,59445,72705,85665,128416,6887,7068,6563,6582,0.284436364,6775,3633,,0.281,0.479,0.746,176.885473,1.47163593,NA,120.19649,69.6120527,,,,,,,,,,,2488.851499,3279.354536,2947.63529,2613.742691,12720
1393,30,18,A,24,27752,31760,37256,47617,7362,7154,7359,7631,0.202496942,7376.5,3859,,0.22,0.313,0.637,256.280277,1.5087537,NA,169.862236,73.3318587,,,,,,,,,,,6077.873921,5663.625341,5742.066145,5591.099731,14291
1393,30,18,B,24,44418,48835,51860,74114,7212,7131,7188,7565,0.208579174,7274,3236,,0.219,0.411,0.63,248.4151,1.37907357,NA,180.131868,67.2357015,,,,,,,,,,,6031.879826,5859.039155,5761.246692,5700.764388,19422
1393,30,18,C,24,21018,26548,31923,43212,7299,7236,7343,7545,0.243590071,7355.75,2736,,0.219,0.393,0.622,232.697261,1.32210034,NA,176.005749,64.3823286,,,,,,,,,,,6123.99135,5823.141929,5859.490957,5787.080743,11571
1393,30,18,D,24,35861,40458,46708,73192,7381,7225,7307,7547,0.296414572,7365,3510,,0.202,0.413,0.596,241.939326,1.32654516,NA,182.38303,64.7140784,,,,,,,,,,,6097.931194,5752.835565,5759.779242,5665.85241,18490
1393,30,18,E,24,24605,27500,28111,40805,7193,7215,7433,7617,0.197304273,7364.5,3424,,0.204,0.398,0.608,211.67267,1.09788357,NA,192.800653,53.6957762,,,,,,,,,,,6210.339475,5796.610163,5956.046101,5849.38925,12923
1393,30,18,F,24,33615,36207,40171,67864,7257,7270,7384,7582,0.314127483,7373.25,4675,,0.214,0.395,0.63,207.962072,1.04593123,NA,198.829586,51.2213739,,,,,,,,,,,6290.561777,6121.700075,6122.147775,5901.980119,19637
2951,30,18,A,24,15576,19019,16000,27930,6910,7845,7319,6887,0.2,7240.25,1566,,0.766,0.375,0.713,145.611089,1.37505374,NA,105.894835,64.0613352,,,,,,,,,,,1671.660413,2369.204431,2645.243088,3133.191937,4872
2951,30,18,B,24,38848,40220,39610,53589,7251,7419,6443,6372,0.302,6871.25,2207,,0.562,0.421,0.724,152.106173,1.47254916,NA,103.294462,68.3692439,,,,,,,,,,,1888.343368,2474.561982,2683.103087,2765.064493,7697
2951,30,18,C,24,24130,25129,24596,36187,6922,7547,6555,6317,0.386,6835.25,2330,,0.614,0.409,0.731,173.154957,1.46680542,NA,118.04903,69.2480037,,,,,,,,,,,1758.91514,2324.920068,2549.910555,2912.763228,6524
2951,30,18,D,24,31453,31975,45530,58758,7178,7469,6577,6278,0.304,6875.5,2585,,0.545,0.436,0.735,157.042343,1.42683375,NA,110.063519,66.807913,,,,,,,,,,,1985.587849,2572.702969,2775.661808,2963.491676,9444
2951,30,18,E,24,20641,29232,36748,44569,7197,7699,6951,6398,0.193,7061.25,2717,,0.681,0.455,0.719,180.346974,1.40076496,NA,128.748919,66.7174338,,,,,,,,,,,1954.747035,2723.137153,2942.754884,3145.218284,8427
2951,30,18,F,24,25986,30308,41829,56183,7233,7588,7006,6482,0.295,7077.25,2314,,0.588,0.438,0.741,150.598323,1.38032888,NA,109.103219,64.5588885,,,,,,,,,,,1956.719209,2643.875693,2948.659813,3102.629335,9447
1391,18,24,A,24,89564,151230,257169,398573,6748,6258,4829,4684,0.527388657,5629.75,28342,,0.095,0.433,0.613,250.938059,1.86085166,NA,134.851189,89.0009491,,,,,,,,,,,4118.593672,3924.369161,3603.148044,3986.427035,38897
1391,18,24,B,24,98952,155135,300485,483088,6722,6290,4804,4617,0.567951446,5608.25,28820,,0.089,0.518,0.729,225.490607,1.57260161,NA,143.386987,75.5907791,,,,,,,,,,,4014.663258,3827.860353,3534.911113,4080.085405,37883
1391,18,24,C,24,105303,184569,360390,571344,6921,5767,4608,4583,0.615171449,5469.75,41230,,0.081,0.522,0.731,218.639332,1.52140411,NA,143.708914,73.1424029,,,,,,,,,,,4091.612452,3688.372169,3519.192783,3840.57746,42606
1391,18,24,D,24,94183,169770,308350,506228,6813,6021,4832,4682,0.592998125,5587,24898,,0.106,0.522,0.727,182.17072,1.36762178,NA,133.202558,65.3406737,,,,,,,,,,,4058.496508,3756.00193,3593.169345,4059.970499,40533
1391,18,24,E,24,92170,171160,331388,501783,6931,5760,4652,4501,0.639825979,5461,26566,,0.09,0.517,0.729,186.270988,1.22190682,NA,152.442875,58.9948329,,,,,,,,,,,4114.891415,3676.46681,3576.434807,4013.827851,40676
1391,18,24,F,24,95407,170087,319285,514904,6886,6368,4569,4558,0.603968128,5595.25,23474,,0.093,0.515,0.723,175.64717,1.29679683,NA,135.446946,62.0467397,,,,,,,,,,,3990.481858,3901.284308,3529.319179,4149.994056,41448
1393,18,24,A,24,36379,56748,82437,117928,7078,6871,6804,6817,0.409020733,6892.5,18681,,0.109,0.43,0.517,149.40433,1.62431477,NA,91.9799117,74.0606072,,,,,,,,,,,5478.677501,5458.886163,5225.580543,5844.860411,21923
1393,18,24,B,24,42097,70207,106250,165462,7127,6995,6776,6682,0.462905662,6895,17926,,0.12,0.438,0.549,146.346417,1.36408167,NA,107.285671,63.6604855,,,,,,,,,,,5554.66463,5516.556991,5170.503766,5739.796279,32938
1393,18,24,C,24,36669,60219,84791,141070,7188,6967,6829,6717,0.438421829,6925.25,20711,,0.114,0.447,0.555,155.675876,1.35761656,NA,114.668515,63.8825617,,,,,,,,,,,4949.565641,4995.275617,4898.734542,5594.563466,24610
1393,18,24,D,24,34691,56195,79869,124415,7166,6893,6826,6689,0.418298025,6893.5,19788,,0.118,0.443,0.54,161.69497,1.15273034,NA,140.271288,55.3134494,,,,,,,,,,,4935.29642,4940.30053,4915.028385,5556.515167,21929
1393,18,24,E,24,42055,66610,100764,150490,7218,6938,6798,6711,0.423868755,6916.25,17190,,0.107,0.436,0.554,153.706738,0.97851333,NA,157.081905,47.3376398,,,,,,,,,,,4901.49004,4971.411861,4932.798345,5704.495967,29583
1393,18,24,F,24,49349,74091,114719,169998,7044,6786,6692,6592,0.421790213,6778.5,31427,,0.094,0.449,0.556,141.427226,1.29062643,NA,109.580295,60.3968798,,,,,,,,,,,5062.554461,5069.240653,5021.571791,5744.089941,32881
2951,18,24,A,24,46588,70145,108264,167075,6972,6525,5997,6429,0.433937413,6480.75,1727,,0.116,0.495,0.706,167.90323,2.0257642,NA,82.8838961,90.5603927,,,,,,,,,,,3784.646486,4006.352039,3252.758951,3099.072348,21108
2951,18,24,B,24,25316,44418,71458,80851,6945,6708,6043,6074,0.518828448,6442.5,2567,,0.125,0.478,0.74,158.252754,1.89963058,NA,83.3071206,85.0108304,,,,,,,,,,,3616.60942,4092.345706,3455.089844,3220.888954,19262
2951,18,24,C,24,72653,107549,174779,185445,6970,6328,6108,6287,0.438914485,6423.25,1170,,0.137,0.502,0.743,148.751113,1.98761321,NA,74.8390645,86.8303181,,,,,,,,,,,3497.830903,3880.959898,3116.665506,2973.218704,28943
